Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement Rate
2/18/2023 11:56,DOTA2,TWITTER,Evil Exhibited ,894,10,Text,
2/18/2023 11:56,General ,TWITTER,Evil Exhibited ,25131,263,Photo,1.046516255
2/18/2023 11:43,DOTA2,TWITTER,N/A ,145,1,Video,
2/18/2023 11:39,DOTA2,TWITTER,Evil Exhibited ,3670,147,Text,
2/18/2023 11:33,DOTA2,TWITTER,Evil Exhibited ,134,4,Text,
2/18/2023 11:30,DOTA2,TWITTER,Evil Exhibited ,0,0,Photo,
2/18/2023 11:30,General ,TWITTER,Evil Exhibited ,19678,1363,Photo,6.926516922
2/18/2023 11:19,DOTA2,TWITTER,Evil Exhibited ,5055,385,Photo,
2/18/2023 11:18,DOTA2,TWITTER,Evil Exhibited ,364,5,Text,
2/18/2023 11:04,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
2/18/2023 10:50,General ,TWITTER,Evil Exhibited ,15671,487,Photo,3.107651075
2/18/2023 10:30,DOTA2,TWITTER,Evil Exhibited ,464,8,Photo,
2/18/2023 10:30,General ,FBPAGE,Evil Exhibited ,19468,638,Photo,3.277172796
2/18/2023 10:08,General ,TWITTER,Community Engagement ,32719,295,Photo,0.901616798
2/18/2023 9:43,General ,INSTAGRAM,Evil Exhibited ,4043,0,Photo,0
2/18/2023 9:30,DOTA2,TWITTER,Evil Exhibited ,1377,37,Text,
2/18/2023 9:26,DOTA2,TWITTER,N/A ,551,1,Text,
2/18/2023 9:00,DOTA2,TWITTER,Community Engagement ,3997,248,Photo,
2/18/2023 9:00,General ,FBPAGE,Community Engagement ,35227,6153,Photo,17.46671587
2/18/2023 7:48,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/18/2023 7:22,DOTA2,TWITTER,Evil Exhibited ,583,5,Text,
2/18/2023 7:20,DOTA2,TWITTER,Evil Exhibited ,1541,26,Text,
2/18/2023 7:20,DOTA2,TWITTER,N/A ,0,0,Photo,
2/18/2023 5:23,DOTA2,TWITTER,N/A ,951,30,Video,
2/17/2023 22:10,CSGO,TWITTER,Community Engagement ,3406,106,Photo,
2/17/2023 20:23,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/17/2023 20:23,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/17/2023 20:23,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/17/2023 20:23,General ,INSTAGRAM,Community Engagement ,3306,0,Photo,0
2/17/2023 19:07,General ,INSTAGRAM,Community Engagement ,3201,0,Video,0
2/17/2023 17:33,CSGO,TWITTER,Community Engagement ,18242,547,Photo,
2/17/2023 16:34,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
2/17/2023 16:34,General ,FBPAGE,Evil Exhibited ,24322,492,Photo,2.022859962
2/17/2023 16:34,General ,INSTAGRAM,Evil Exhibited ,20348,567,Photo,2.786514645
2/17/2023 16:27,DOTA2,TWITTER,N/A ,394,2,Text,
2/17/2023 15:49,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/17/2023 15:44,General ,INSTAGRAM,Community Engagement ,3016,0,Video,0
2/17/2023 15:42,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/17/2023 15:40,General ,INSTAGRAM,Community Engagement ,3108,0,Video,0
2/17/2023 15:39,General ,INSTAGRAM,Community Engagement ,3227,0,Photo,0
2/17/2023 15:39,General ,FBPAGE,N/A ,14755,286,Photo,1.938325991
2/17/2023 15:39,DOTA2,TWITTER,N/A ,740,6,Photo,
2/17/2023 15:38,General ,TWITTER,Community Engagement ,41103,362,Photo,0.880714303
2/17/2023 15:34,DOTA2,TWITTER,N/A ,3497,208,Photo,
2/17/2023 15:33,DOTA2,TWITTER,N/A ,580,3,Text,
2/17/2023 15:31,General ,TWITTER,Community Engagement ,20682,165,Video,0.797795184
2/17/2023 15:30,General ,TWITTER,Community Engagement ,14159,89,Photo,0.628575464
2/17/2023 15:23,DOTA2,TWITTER,N/A ,687,8,Text,
2/17/2023 15:20,General ,INSTAGRAM,Community Engagement ,3348,0,Photo,0
2/17/2023 15:17,DOTA2,TWITTER,N/A ,647,12,Text,
2/17/2023 14:58,General ,FBPAGE,N/A ,11920,278,Photo,2.332214765
2/17/2023 14:58,DOTA2,TWITTER,N/A ,494,4,Link,
2/17/2023 14:57,General ,TWITTER,Community Engagement ,54308,302,Photo,0.556087501
2/17/2023 14:55,General ,INSTAGRAM,Community Engagement ,3506,0,Video,0
2/17/2023 14:53,Valorant,YOUTUBE,Evil Exhibited ,639,17,Video,
2/17/2023 14:49,DOTA2,TWITTER,N/A ,743,7,Text,
2/17/2023 14:42,General ,INSTAGRAM,Community Engagement ,3787,0,Photo,0
2/17/2023 14:33,DOTA2,TWITTER,N/A ,0,0,Text,
2/17/2023 14:01,General ,TWITTER,Community Engagement ,31857,788,Photo,2.473553693
2/17/2023 13:00,DOTA2,TWITTER,N/A ,1063,71,Photo,
2/17/2023 13:00,General ,FBPAGE,N/A ,29498,1896,Photo,6.42755441
2/17/2023 12:58,DOTA2,TWITTER,N/A ,315,2,Text,
2/17/2023 12:23,General ,TWITTER,Community Engagement ,17485,173,Photo,0.989419502
2/17/2023 12:00,General ,INSTAGRAM,Evergreen ,10917,190,Video,1.740404873
2/17/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,1652,109,Video,6.598062954
2/17/2023 12:00,General ,YOUTUBE,Evergreen ,0,0,Video,#DIV/0!
2/17/2023 11:56,DOTA2,TWITTER,N/A ,578,9,Text,
2/17/2023 11:55,General ,INSTAGRAM,Evil Exhibited ,4062,0,Photo,0
2/17/2023 11:41,General ,FBPAGE,Community Engagement ,49251,22022,Photo,44.71381292
2/17/2023 11:37,DOTA2,TWITTER,N/A ,8760,1139,Photo,
2/17/2023 11:27,DOTA2,TWITTER,N/A ,1480,64,Text,
2/17/2023 11:13,Content Creators,YOUTUBE,N/A ,128,3,Video,
2/17/2023 10:58,DOTA2,TWITTER,N/A ,62,1,Text,
2/17/2023 10:55,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
2/17/2023 10:52,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
2/17/2023 10:38,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
2/17/2023 10:38,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
2/17/2023 10:35,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
2/17/2023 10:35,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
2/17/2023 10:32,General ,FBPAGE,Community Engagement ,25472,2871,Photo,11.27119975
2/17/2023 10:32,DOTA2,TWITTER,Community Engagement ,4274,262,Photo,
2/17/2023 9:00,General ,INSTAGRAM,Evil Exhibited ,296,21,Video,7.094594595
2/17/2023 9:00,DOTA2,TWITTER,N/A ,897,3,Text,
2/17/2023 9:00,DOTA2,TWITTER,N/A ,750,37,Video,
2/17/2023 9:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,752,41,Video,5.45212766
2/17/2023 9:00,General ,YOUTUBE,Evil Exhibited ,352,7,Video,1.988636364
2/17/2023 8:57,General ,TWITTER,Evergreen ,52350,6162,Video,11.77077364
2/17/2023 8:57,General ,FBPAGE,Evergreen ,61643,8074,Video,13.09799977
2/17/2023 8:56,DOTA2,TWITTER,Evil Exhibited ,347,2,Text,
2/17/2023 6:49,DOTA2,TWITTER,Evil Exhibited ,112,8,Photo,
2/17/2023 6:44,DOTA2,TWITTER,Evil Exhibited ,1015,10,Text,
2/17/2023 5:31,General ,FBPAGE,Community Engagement ,40838,5106,Text,12.50306087
2/17/2023 5:28,DOTA2,TWITTER,N/A ,2429,68,Text,
2/17/2023 0:10,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
2/16/2023 17:15,DOTA2,TWITTER,N/A ,389,4,Text,
2/16/2023 15:49,DOTA2,TWITTER,N/A ,1439,38,Photo,
2/16/2023 15:22,General ,TWITTER,Community Engagement ,1938,51,Video,2.631578947
2/16/2023 15:14,DOTA2,TWITTER,N/A ,24,2,Text,
2/16/2023 15:12,General ,TWITTER,Community Engagement ,2594,79,Video,3.045489591
2/16/2023 15:09,General ,TWITTER,Community Engagement ,1979,46,Video,2.324406266
2/16/2023 15:07,General ,TWITTER,Community Engagement ,1349,31,Photo,2.297998517
2/16/2023 15:02,General ,INSTAGRAM,Community Engagement ,2998,0,Photo,0
2/16/2023 15:02,General ,TWITTER,Community Engagement ,957,23,Video,2.403343783
2/16/2023 14:58,General ,TWITTER,Community Engagement ,26477,398,Photo,1.503191449
2/16/2023 14:55,General ,TWITTER,Community Engagement ,4845,112,Video,2.311661507
2/16/2023 14:55,General ,FBPAGE,N/A ,10009,270,Photo,2.697572185
2/16/2023 14:55,General ,TWITTER,Community Engagement ,22006,461,Video,2.094883214
2/16/2023 14:55,DOTA2,TWITTER,N/A ,1626,46,Photo,
2/16/2023 14:48,General ,INSTAGRAM,Community Engagement ,3057,0,Video,0
2/16/2023 14:43,DOTA2,TWITTER,N/A ,21,1,Text,
2/16/2023 14:42,General ,FBPAGE,N/A ,4832,209,Video,4.325331126
2/16/2023 14:42,General ,TWITTER,Community Engagement ,20040,574,Video,2.864271457
2/16/2023 14:41,DOTA2,TWITTER,N/A ,957,34,Video,
2/16/2023 14:37,DOTA2,TWITTER,N/A ,8,2,Text,
2/16/2023 14:36,DOTA2,TWITTER,N/A ,8,2,Text,
2/16/2023 14:32,DOTA2,TWITTER,N/A ,729,11,Text,
2/16/2023 14:28,General ,TWITTER,Community Engagement ,15157,277,Video,1.827538431
2/16/2023 14:28,DOTA2,TWITTER,N/A ,131,11,Photo,
2/16/2023 14:17,DOTA2,TWITTER,N/A ,595,3,Text,
2/16/2023 14:16,DOTA2,TWITTER,N/A ,792,11,Video,
2/16/2023 14:13,DOTA2,TWITTER,N/A ,637,16,Text,
2/16/2023 14:08,General ,FBPAGE,N/A ,8337,96,Photo,1.151493343
2/16/2023 14:08,DOTA2,TWITTER,N/A ,526,1,Photo,
2/16/2023 14:01,DOTA2,TWITTER,Evil Exhibited ,1366,43,Text,
2/16/2023 13:58,General ,INSTAGRAM,Community Engagement ,3211,0,Photo,0
2/16/2023 13:50,General ,TWITTER,Community Engagement ,15979,65,Photo,0.406783904
2/16/2023 13:44,DOTA2,TWITTER,N/A ,1310,98,Video,
2/16/2023 13:43,General ,INSTAGRAM,Community Engagement ,3338,0,Video,0
2/16/2023 13:39,General ,INSTAGRAM,Community Engagement ,3528,0,Video,0
2/16/2023 13:23,General ,INSTAGRAM,Community Engagement ,4160,0,Photo,0
2/16/2023 13:22,DOTA2,TWITTER,N/A ,231,4,Text,
2/16/2023 13:11,DOTA2,TWITTER,N/A ,2207,136,Text,
2/16/2023 13:10,DOTA2,TWITTER,N/A ,0,0,Text,
2/16/2023 13:05,DOTA2,TWITTER,N/A ,597,7,Photo,
2/16/2023 13:00,General ,TWITTER,Evil Exhibited ,13282,336,Link,2.529739497
2/16/2023 13:00,General ,TWITTER,Evil Exhibited ,16676,578,Video,3.466059007
2/16/2023 13:00,General ,FBPAGE,N/A ,26716,1388,Photo,5.195388531
2/16/2023 13:00,DOTA2,TWITTER,N/A ,1321,34,Photo,
2/16/2023 12:46,DOTA2,TWITTER,N/A ,478,23,Text,
2/16/2023 12:01,DOTA2,TWITTER,N/A ,716,11,Video,
2/16/2023 12:00,General ,INSTAGRAM,Evergreen ,14295,238,Video,1.664917803
2/16/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,4039,102,Video,2.525377569
2/16/2023 12:00,General ,YOUTUBE,Evergreen ,830,30,Video,3.614457831
2/16/2023 12:00,General ,TWITTER,Community Engagement ,15816,128,Photo,0.809307031
2/16/2023 11:00,General ,TWITTER,Evil Exhibited ,26330,392,Photo,1.48879605
2/16/2023 10:46,General ,TWITTER,Evil Exhibited ,412,18,Video,4.368932039
2/16/2023 10:11,DOTA2,TWITTER,Evil Exhibited ,3218,49,Text,
2/16/2023 10:11,DOTA2,TWITTER,N/A ,0,0,Photo,
2/16/2023 10:00,General ,TWITTER,Evil Exhibited ,217730,8568,Photo,3.935149038
2/16/2023 9:55,DOTA2,TWITTER,N/A ,272,2,Text,
2/16/2023 9:34,Valorant,YOUTUBE,N/A ,0,0,Text,
2/16/2023 9:00,General ,INSTAGRAM,Evergreen ,172597,3459,Video,2.004090453
2/16/2023 9:00,General,LINKEDIN_COMPANY,Community Engagement ,2224,33,Photo,1.48381295
2/16/2023 9:00,General ,TIKTOK_BUSINESS,Evergreen ,2038,87,Video,4.26889107
2/16/2023 9:00,General ,YOUTUBE,Evergreen ,760,25,Video,3.289473684
2/16/2023 9:00,General ,TWITTER,Community Engagement ,12772,66,Photo,0.516755402
2/16/2023 9:00,General ,FBPAGE,Community Engagement ,13520,69,Photo,0.51035503
2/16/2023 5:18,DOTA2,TWITTER,N/A ,1377,3,Text,
2/15/2023 17:59,General ,TWITTER,Evil Exhibited ,22565,1066,Video,4.72413029
2/15/2023 17:01,DOTA2,TWITTER,N/A ,261,6,Text,
2/15/2023 17:00,DOTA2,TWITTER,N/A ,1579,48,Text,
2/15/2023 15:44,Valorant,YOUTUBE,Evil Exhibited ,283,20,Video,
2/15/2023 15:33,General ,TWITTER,Community Engagement ,18063,162,Photo,0.896860987
2/15/2023 15:14,General ,TWITTER,Community Engagement ,4184,47,Text,1.12332696
2/15/2023 15:01,General ,TWITTER,Community Engagement ,4702,116,Text,2.467035304
2/15/2023 15:00,DOTA2,TWITTER,N/A ,492,9,Text,
2/15/2023 15:00,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/15/2023 14:59,General ,FBPAGE,N/A ,10376,152,Photo,1.464919044
2/15/2023 14:59,DOTA2,TWITTER,N/A ,920,16,Photo,
2/15/2023 14:57,DOTA2,TWITTER,N/A ,820,22,Video,
2/15/2023 14:56,General ,FBPAGE,N/A ,4780,208,Video,4.351464435
2/15/2023 14:55,General ,TWITTER,Community Engagement ,29703,177,Text,0.595899404
2/15/2023 14:54,General ,TWITTER,Community Engagement ,30374,447,Photo,1.471653388
2/15/2023 14:49,DOTA2,TWITTER,N/A ,537,10,Text,
2/15/2023 14:44,General ,YOUTUBE,N/A ,0,0,Text,#DIV/0!
2/15/2023 14:40,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 14:40,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 14:40,DOTA2,TWITTER,N/A ,368,15,Text,
2/15/2023 14:38,Content Creators,YOUTUBE,N/A ,0,0,Link,
2/15/2023 14:38,General ,TWITTER,Community Engagement ,25235,213,Text,0.844065782
2/15/2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 14:35,DOTA2,TWITTER,N/A ,314,3,Text,
2/15/2023 14:30,DOTA2,TWITTER,N/A ,880,29,Video,
2/15/2023 14:26,DOTA2,TWITTER,N/A ,694,16,Text,
2/15/2023 14:23,DOTA2,TWITTER,N/A ,110,1,Video,
2/15/2023 14:18,DOTA2,TWITTER,N/A ,1446,38,Photo,
2/15/2023 14:10,General ,INSTAGRAM,Community Engagement ,2392,0,Video,0
2/15/2023 14:06,DOTA2,TWITTER,N/A ,605,7,Photo,
2/15/2023 14:04,General ,TWITTER,Community Engagement ,23556,891,Video,3.782475802
2/15/2023 14:03,General ,FBPAGE,N/A ,9236,98,Photo,1.061065396
2/15/2023 14:03,DOTA2,TWITTER,N/A ,433,8,Photo,
2/15/2023 14:02,General ,TWITTER,Community Engagement ,34447,313,Photo,0.908642262
2/15/2023 14:00,General ,INSTAGRAM,Community Engagement ,183,1,Video,0.546448087
2/15/2023 14:00,General ,TIKTOK_BUSINESS,Community Engagement ,145,6,Video,4.137931034
2/15/2023 13:57,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/15/2023 13:30,General ,TWITTER,Community Engagement ,14936,80,Photo,0.53561864
2/15/2023 13:15,General ,TWITTER,Community Engagement ,15980,340,Video,2.127659574
2/15/2023 13:00,General ,TWITTER,Community Engagement ,1929,27,Text,1.399688958
2/15/2023 12:57,General ,INSTAGRAM,Community Engagement ,2131,0,Photo,0
2/15/2023 12:55,General ,TWITTER,Evil Exhibited ,20789,1105,Photo,5.315310982
2/15/2023 12:53,General ,INSTAGRAM,Community Engagement ,2250,0,Photo,0
2/15/2023 12:36,CSGO,TWITTER,Community Engagement ,350,18,Text,
2/15/2023 12:35,CSGO,TWITTER,N/A ,0,0,Video,
2/15/2023 12:32,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
2/15/2023 12:32,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
2/15/2023 12:32,DOTA2,TWITTER,N/A ,497,8,Photo,
2/15/2023 12:31,DOTA2,TWITTER,N/A ,761,8,Video,
2/15/2023 12:30,General ,FBPAGE,N/A ,13811,891,Video,6.451379335
2/15/2023 12:25,DOTA2,TWITTER,N/A ,157,10,Text,
2/15/2023 11:49,General ,INSTAGRAM,Evil Exhibited ,18984,314,Video,1.654024442
2/15/2023 11:49,General ,TIKTOK_BUSINESS,Evil Exhibited ,1594,48,Video,3.011292346
2/15/2023 11:49,General ,YOUTUBE,Evil Exhibited ,434,11,Video,2.534562212
2/15/2023 11:47,General ,TWITTER,Evil Exhibited ,172,6,Text,3.488372093
2/15/2023 11:45,General ,TWITTER,Evil Exhibited ,1880,81,Text,4.308510638
2/15/2023 11:45,General ,TWITTER,Evil Exhibited ,1881,50,Text,2.658160553
2/15/2023 11:44,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:42,General ,INSTAGRAM,Evil Exhibited ,2193,0,Photo,0
2/15/2023 11:38,General ,TWITTER,Evil Exhibited ,18112,646,Photo,3.566696113
2/15/2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:36,General ,INSTAGRAM,Evil Exhibited ,2237,0,Photo,0
2/15/2023 11:34,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:34,General ,INSTAGRAM,Evil Exhibited ,2266,0,Video,0
2/15/2023 11:25,General ,TWITTER,N/A ,2954,57,Text,1.929587001
2/15/2023 11:24,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
2/15/2023 11:24,General ,TWITTER,Evil Exhibited ,5454,341,Photo,6.252291896
2/15/2023 11:22,DOTA2,TWITTER,N/A ,965,28,Text,
2/15/2023 11:22,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/15/2023 11:21,DOTA2,TWITTER,Evil Exhibited ,4118,328,Video,
2/15/2023 11:21,General ,FBPAGE,Evil Exhibited ,8001,824,Video,10.29871266
2/15/2023 11:20,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/15/2023 11:18,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 11:18,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 11:18,General ,TWITTER,Evil Exhibited ,40785,2739,Video,6.715704303
2/15/2023 11:15,General ,TWITTER,Evil Exhibited ,429,35,Video,8.158508159
2/15/2023 11:13,General ,INSTAGRAM,Evil Exhibited ,2332,0,Video,0
2/15/2023 11:12,General ,TWITTER,Evil Exhibited ,1768,54,Text,3.054298643
2/15/2023 11:11,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/15/2023 11:09,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:09,General ,INSTAGRAM,Community Engagement ,2387,0,Video,0
2/15/2023 11:08,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:08,General ,INSTAGRAM,Evil Exhibited ,2465,0,Video,0
2/15/2023 11:07,General ,TWITTER,Evil Exhibited ,2057,60,Text,2.916869227
2/15/2023 11:07,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:07,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
2/15/2023 11:07,General ,INSTAGRAM,Evil Exhibited ,2522,0,Photo,0
2/15/2023 11:06,General ,INSTAGRAM,Evil Exhibited ,2557,0,Video,0
2/15/2023 11:06,General ,TWITTER,Evil Exhibited ,1260,49,Text,3.888888889
2/15/2023 11:05,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
2/15/2023 11:05,General ,TWITTER,Evil Exhibited ,828,7,Text,0.845410628
2/15/2023 11:05,General ,YOUTUBE,N/A ,0,0,Text,#DIV/0!
2/15/2023 11:03,General ,TWITTER,Evil Exhibited ,5831,337,Video,5.779454639
2/15/2023 11:02,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/15/2023 11:02,General ,TWITTER,Evil Exhibited ,201,2,Text,0.995024876
2/15/2023 10:59,General ,TWITTER,Evil Exhibited ,23210,859,Video,3.700990952
2/15/2023 10:57,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 10:57,DOTA2,TWITTER,N/A ,0,0,Text,
2/15/2023 10:56,General ,FBPAGE,Evil Exhibited ,23769,966,Photo,4.064117127
2/15/2023 10:56,DOTA2,TWITTER,Evil Exhibited ,1220,62,Photo,
2/15/2023 10:55,General ,TWITTER,Evil Exhibited ,148048,8498,Video,5.74003026
2/15/2023 10:53,General ,TWITTER,Evil Exhibited ,94325,2022,Photo,2.143652266
2/15/2023 10:53,General ,INSTAGRAM,Evil Exhibited ,2732,0,Photo,0
2/15/2023 10:43,DOTA2,TWITTER,Evil Exhibited ,1213,43,Text,
2/15/2023 10:36,General ,TWITTER,Evil Exhibited ,1278,48,Video,3.755868545
2/15/2023 10:36,General ,TWITTER,Evil Exhibited ,98264,7122,Mixed,7.247822193
2/15/2023 10:21,DOTA2,TWITTER,Evil Exhibited ,567,4,Video,
2/15/2023 10:17,DOTA2,TWITTER,Evil Exhibited ,320,4,Text,
2/15/2023 10:15,General ,TWITTER,Evil Exhibited ,414,9,Video,2.173913043
2/15/2023 10:15,DOTA2,TWITTER,Evil Exhibited ,656,17,Text,
2/15/2023 10:09,General ,FBPAGE,Evil Exhibited ,6416,52,Link,0.810473815
2/15/2023 10:08,DOTA2,TWITTER,Evil Exhibited ,398,6,Link,
2/15/2023 10:02,General ,TWITTER,Evil Exhibited ,470,8,Video,1.70212766
2/15/2023 10:02,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/15/2023 10:02,General ,TWITTER,Community Engagement ,192,3,Text,1.5625
2/15/2023 10:01,General ,TWITTER,Evil Exhibited ,113688,11048,Video,9.717824221
2/15/2023 9:59,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:59,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:59,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:59,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:59,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:59,General ,INSTAGRAM,Evil Exhibited ,2749,0,Video,0
2/15/2023 9:57,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:57,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:56,DOTA2,TWITTER,N/A ,0,0,Video,
2/15/2023 9:56,DOTA2,TWITTER,Evil Exhibited ,412,14,Text,
2/15/2023 9:56,General ,TWITTER,Evil Exhibited ,18681,805,Video,4.309191157
2/15/2023 9:52,General ,TWITTER,Evil Exhibited ,35472,1254,Video,3.535182679
2/15/2023 9:41,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
2/15/2023 9:40,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:40,General ,TWITTER,Evil Exhibited ,16378,449,Photo,2.741482476
2/15/2023 9:39,General ,INSTAGRAM,Evil Exhibited ,2858,0,Video,0
2/15/2023 9:30,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:30,General ,INSTAGRAM,Evil Exhibited ,2913,0,Photo,0
2/15/2023 9:30,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:30,General ,INSTAGRAM,Evil Exhibited ,2980,0,Video,0
2/15/2023 9:29,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:29,General ,INSTAGRAM,Evil Exhibited ,3061,0,Video,0
2/15/2023 9:27,DOTA2,TWITTER,Evil Exhibited ,238,1,Text,
2/15/2023 9:24,DOTA2,TWITTER,N/A ,0,0,Photo,
2/15/2023 9:23,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:20,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:20,General ,INSTAGRAM,Evil Exhibited ,3195,0,Photo,0
2/15/2023 9:19,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:19,General ,INSTAGRAM,Evil Exhibited ,3289,0,Photo,0
2/15/2023 9:18,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:17,General ,INSTAGRAM,Evil Exhibited ,3384,0,Video,0
2/15/2023 9:13,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
2/15/2023 9:12,General ,INSTAGRAM,Evil Exhibited ,3631,0,Photo,0
2/15/2023 9:11,DOTA2,TWITTER,Evil Exhibited ,395,6,Text,
2/15/2023 9:07,General ,FBPAGE,Evil Exhibited ,10632,171,Photo,1.608352144
2/15/2023 9:06,DOTA2,TWITTER,Evil Exhibited ,502,14,Photo,
2/15/2023 9:03,DOTA2,TWITTER,Evil Exhibited ,136,3,Text,
2/15/2023 9:02,General ,TWITTER,Evil Exhibited ,11966,119,Photo,0.994484372
2/15/2023 9:02,General ,INSTAGRAM,Evil Exhibited ,3814,0,Photo,0
2/15/2023 9:00,DOTA2,TWITTER,N/A ,0,0,Photo,
2/15/2023 8:59,General ,INSTAGRAM,Evil Exhibited ,4004,0,Photo,0
2/15/2023 8:55,General ,TWITTER,Evil Exhibited ,1114,24,Text,2.154398564
2/15/2023 8:47,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
